t,dF,F,P,Q,UA,UA_phase,IA,IA_phase,xdp,xq,f0
35.54,-0.018,49.982,560.369,-2.22012,11448.1,1.1356,16228,1.1464,0.3187,2.32,50
35.55,-0.026,49.974,560.845,-2.06154,11458.5,1.1408,16243.2,1.1448,0.3187,2.32,50
35.56,-0.028,49.972,561.267,-2.06154,11518.8,1.14,16258.5,1.1435,0.3187,2.32,50
35.57,-0.018,49.982,561.638,-2.06154,11473.3,1.1316,16266.1,1.1421,0.3187,2.32,50
35.58,-0.022,49.978,561.902,-2.16726,11444.4,1.1338,16273.7,1.1409,0.3187,2.32,50
35.59,-0.03,49.97,561.955,-2.22012,11510.3,1.1371,16273.7,1.1397,0.3187,2.32,50
35.6,-0.022,49.978,561.955,-2.32584,11498.4,1.1291,16273.7,1.1386,0.3187,2.32,50
35.61,-0.02,49.98,561.902,-2.48442,11437.7,1.1268,16273.7,1.1373,0.3187,2.32,50
35.62,-0.03,49.97,561.849,-2.59014,11484,1.1324,16273.7,1.1359,0.3187,2.32,50
35.63,-0.026,49.974,561.902,-2.69586,11512.9,1.1272,16273.7,1.1346,0.3187,2.32,50
35.64,-0.018,49.982,561.955,-2.85444,11446.6,1.1208,16273.7,1.1336,0.3187,2.32,50
35.65,-0.028,49.972,562.008,-2.96016,11455.1,1.1259,16281.4,1.1323,0.3187,2.32,50
35.66,-0.03,49.97,561.955,-3.11874,11513.2,1.125,16281.4,1.1307,0.3187,2.32,50
35.67,-0.02,49.98,561.902,-3.4359,11467.3,1.1162,16281.4,1.1295,0.3187,2.32,50
35.68,-0.024,49.976,561.902,-3.64734,11437,1.1182,16281.4,1.1282,0.3187,2.32,50
35.69,-0.03,49.97,562.113,-3.59448,11502.9,1.1216,16289,1.1263,0.3187,2.32,50
35.7,-0.02,49.98,562.378,-3.54162,11493.6,1.1134,16296.6,1.1243,0.3187,2.32,50
35.71,-0.018,49.982,562.536,-3.64734,11434.8,1.1111,16296.6,1.1231,0.3187,2.32,50
35.72,-0.03,49.97,562.748,-3.59448,11480.7,1.1169,16304.3,1.1219,0.3187,2.32,50
35.73,-0.026,49.974,563.118,-3.22446,11509.9,1.1118,16319.5,1.1197,0.3187,2.32,50
35.74,-0.018,49.982,563.593,-2.85444,11445.1,1.1052,16334.8,1.1173,0.3187,2.32,50
35.75,-0.026,49.974,563.858,-2.59014,11455.1,1.1104,16342.4,1.1154,0.3187,2.32,50
35.76,-0.028,49.972,564.175,-2.27298,11517.3,1.1097,16342.4,1.1136,0.3187,2.32,50
35.77,-0.016,49.984,564.598,-1.8501,11475.5,1.1011,16357.7,1.1116,0.3187,2.32,50
35.78,-0.02,49.98,565.232,-1.16292,11445.1,1.1034,16372.9,1.1089,0.3187,2.32,50
35.79,-0.028,49.972,565.866,-0.63432,11511,1.1069,16388.2,1.1065,0.3187,2.32,50
35.8,-0.018,49.982,566.395,-0.42288,11505.1,1.0989,16403.4,1.105,0.3187,2.32,50
35.81,-0.018,49.982,566.924,-0.05286,11448.1,1.0967,16411.1,1.103,0.3187,2.32,50
35.82,-0.03,49.97,567.452,0.42288,11494,1.1026,16418.7,1.1005,0.3187,2.32,50
35.83,-0.026,49.974,567.875,1.00434,11525.8,1.0975,16434,1.0977,0.3187,2.32,50
35.84,-0.02,49.98,568.034,1.37436,11463.6,1.0907,16434,1.0954,0.3187,2.32,50
35.85,-0.028,49.972,568.086,1.63866,11472.9,1.0958,16434,1.0935,0.3187,2.32,50
35.86,-0.03,49.97,568.086,1.95582,11532.8,1.0952,16434,1.0913,0.3187,2.32,50
35.87,-0.02,49.98,568.139,2.16726,11491.4,1.0863,16434,1.0894,0.3187,2.32,50
35.88,-0.024,49.976,568.034,2.3787,11461.1,1.0883,16434,1.0875,0.3187,2.32,50
35.89,-0.032,49.968,567.769,2.43156,11525.1,1.0918,16418.7,1.0857,0.3187,2.32,50
35.9,-0.024,49.976,567.294,2.3787,11517.7,1.0835,16403.4,1.0841,0.3187,2.32,50
35.91,-0.024,49.976,566.765,2.53728,11457.4,1.0807,16388.2,1.082,0.3187,2.32,50
35.92,-0.036,49.964,566.236,2.69586,11499.5,1.0862,16372.9,1.0796,0.3187,2.32,50
35.93,-0.032,49.968,565.549,2.59014,11531,1.0807,16357.7,1.0779,0.3187,2.32,50
35.94,-0.024,49.976,564.756,2.43156,11468.5,1.0736,16334.8,1.0763,0.3187,2.32,50
35.95,-0.034,49.966,563.963,2.32584,11475.5,1.0784,16311.9,1.0747,0.3187,2.32,50
35.96,-0.034,49.966,563.276,2.22012,11535.4,1.0776,16289,1.0732,0.3187,2.32,50
35.97,-0.024,49.976,562.642,2.16726,11493.3,1.0685,16266.1,1.0716,0.3187,2.32,50
35.98,-0.03,49.97,561.955,2.1144,11460.3,1.07,16250.9,1.0697,0.3187,2.32,50
35.99,-0.036,49.964,561.109,1.8501,11524.7,1.0732,16220.3,1.0683,0.3187,2.32,50
36,-0.026,49.974,560.21,1.5858,11519.9,1.0647,16197.5,1.067,0.3187,2.32,50
36.01,-0.026,49.974,559.523,1.53294,11461.1,1.0618,16174.6,1.065,0.3187,2.32,50
36.02,-0.036,49.964,558.836,1.53294,11501.8,1.0672,16159.3,1.0629,0.3187,2.32,50
36.03,-0.03,49.97,558.202,1.3215,11535.4,1.0618,16136.4,1.0613,0.3187,2.32,50
36.04,-0.024,49.976,557.62,1.11006,11475.1,1.0547,16113.5,1.0601,0.3187,2.32,50
36.05,-0.034,49.966,557.092,1.0572,11479.6,1.0595,16098.3,1.0584,0.3187,2.32,50
36.06,-0.034,49.966,556.457,0.84576,11538,1.0588,16083,1.0569,0.3187,2.32,50
36.07,-0.022,49.978,555.823,0.68718,11497.7,1.0495,16060.1,1.0554,0.3187,2.32,50
36.08,-0.028,49.972,555.189,0.63432,11465.1,1.0512,16044.9,1.0535,0.3187,2.32,50
36.09,-0.036,49.964,554.607,0.68718,11527.3,1.0547,16022,1.0516,0.3187,2.32,50
36.1,-0.026,49.974,554.078,0.47574,11522.9,1.046,16014.3,1.05,0.3187,2.32,50
36.11,-0.024,49.976,553.55,0.21144,11462.5,1.043,15999.1,1.0487,0.3187,2.32,50
36.12,-0.036,49.964,553.074,0,11501,1.0488,15983.8,1.0475,0.3187,2.32,50
36.13,-0.03,49.97,552.598,-0.21144,11533.6,1.0435,15968.6,1.0461,0.3187,2.32,50
36.14,-0.024,49.976,552.07,-0.5286,11472.2,1.0362,15953.3,1.045,0.3187,2.32,50
36.15,-0.034,49.966,551.436,-1.00434,11474.4,1.0411,15938,1.044,0.3187,2.32,50
36.16,-0.034,49.966,550.854,-1.63866,11531.7,1.0403,15922.8,1.0432,0.3187,2.32,50
36.17,-0.022,49.978,550.167,-2.1144,11490.7,1.031,15907.5,1.0422,0.3187,2.32,50
36.18,-0.028,49.972,549.638,-2.59014,11454.4,1.0326,15899.9,1.0412,0.3187,2.32,50
36.19,-0.034,49.966,549.374,-2.96016,11512.5,1.0362,15892.3,1.0401,0.3187,2.32,50
36.2,-0.024,49.976,549.215,-3.22446,11505.8,1.0277,15892.3,1.0384,0.3187,2.32,50
36.21,-0.024,49.976,549.11,-3.7002,11445.5,1.0247,15892.3,1.0373,0.3187,2.32,50
36.22,-0.034,49.966,548.898,-4.17594,11481.8,1.0305,15892.3,1.0365,0.3187,2.32,50
36.23,-0.028,49.972,548.845,-4.44024,11514,1.0254,15892.3,1.0352,0.3187,2.32,50
36.24,-0.02,49.98,548.898,-4.70454,11453.7,1.0182,15892.3,1.0342,0.3187,2.32,50
36.25,-0.03,49.97,548.951,-5.12742,11454.4,1.0232,15899.9,1.0336,0.3187,2.32,50
36.26,-0.028,49.972,549.268,-5.39172,11511.8,1.0229,15907.5,1.0328,0.3187,2.32,50
36.27,-0.014,49.986,549.744,-5.5503,11475.5,1.014,15922.8,1.0316,0.3187,2.32,50
36.28,-0.02,49.98,550.378,-5.65602,11441.8,1.016,15938,1.0306,0.3187,2.32,50
36.29,-0.026,49.974,551.33,-5.5503,11501,1.0203,15968.6,1.029,0.3187,2.32,50
36.3,-0.016,49.984,552.334,-5.44458,11498.8,1.0124,15991.5,1.0275,0.3187,2.32,50
36.31,-0.016,49.984,553.339,-5.23314,11439.2,1.0097,16029.6,1.0258,0.3187,2.32,50
36.32,-0.028,49.972,554.554,-4.86312,11476.2,1.0159,16067.7,1.0237,0.3187,2.32,50
36.33,-0.02,49.98,555.876,-4.44024,11510.3,1.0113,16105.9,1.0216,0.3187,2.32,50
36.34,-0.012,49.988,557.303,-4.01736,11452.5,1.0046,16144,1.0195,0.3187,2.32,50
36.35,-0.022,49.978,558.889,-3.59448,11456.6,1.0103,16182.2,1.0177,0.3187,2.32,50
36.36,-0.02,49.98,560.422,-3.11874,11516.9,1.0105,16228,1.0159,0.3187,2.32,50
36.37,-0.01,49.99,562.008,-2.48442,11481.8,1.002,16266.1,1.0138,0.3187,2.32,50
36.38,-0.016,49.984,563.593,-1.69152,11446.6,1.0043,16319.5,1.0114,0.3187,2.32,50
36.39,-0.024,49.976,565.179,-1.00434,11505.5,1.0088,16365.3,1.0091,0.3187,2.32,50
36.4,-0.012,49.988,566.659,-0.47574,11504.7,1.0009,16403.4,1.007,0.3187,2.32,50
36.41,-0.014,49.986,567.981,0,11447.7,0.9985,16441.6,1.005,0.3187,2.32,50
36.42,-0.026,49.974,569.408,0.42288,11485.9,1.005,16479.7,1.003,0.3187,2.32,50
36.43,-0.018,49.982,570.888,0.89862,11522.1,1.0005,16517.9,1.0012,0.3187,2.32,50
36.44,-0.012,49.988,572.315,1.37436,11465.9,0.9938,16563.7,0.9993,0.3187,2.32,50
36.45,-0.024,49.976,573.584,1.74438,11468.1,0.9993,16594.2,0.9975,0.3187,2.32,50
36.46,-0.026,49.974,574.535,2.16726,11526.9,0.9994,16624.7,0.9955,0.3187,2.32,50
36.47,-0.014,49.986,575.434,2.85444,11491.4,0.9905,16655.2,0.9926,0.3187,2.32,50
36.48,-0.022,49.978,576.174,3.27732,11456.6,0.9923,16670.5,0.9902,0.3187,2.32,50
36.49,-0.03,49.97,576.755,3.48876,11516.2,0.9966,16685.7,0.9886,0.3187,2.32,50
36.5,-0.018,49.982,577.178,3.9645,11516.9,0.9884,16693.4,0.9863,0.3187,2.32,50
36.51,-0.02,49.98,577.601,4.33452,11460,0.9855,16708.6,0.9842,0.3187,2.32,50
36.52,-0.032,49.968,578.13,4.59882,11495.8,0.9916,16723.9,0.9823,0.3187,2.32,50
36.53,-0.026,49.974,578.553,4.70454,11533.2,0.9868,16739.1,0.9806,0.3187,2.32,50
36.54,-0.02,49.98,578.817,4.91598,11478.1,0.9795,16739.1,0.9788,0.3187,2.32,50
36.55,-0.032,49.968,578.764,5.23314,11479.6,0.9845,16731.5,0.9767,0.3187,2.32,50
36.56,-0.032,49.968,578.606,5.49744,11540.2,0.9843,16723.9,0.9747,0.3187,2.32,50
36.57,-0.02,49.98,578.394,5.76174,11508.1,0.9749,16716.3,0.9725,0.3187,2.32,50
36.58,-0.028,49.972,578.024,6.13176,11474,0.9765,16701,0.9702,0.3187,2.32,50
36.59,-0.034,49.966,577.654,6.55464,11532.1,0.9804,16693.4,0.9676,0.3187,2.32,50
36.6,-0.024,49.976,577.178,7.1361,11534,0.972,16670.5,0.9647,0.3187,2.32,50
36.61,-0.026,49.974,576.755,7.61184,11477.7,0.9687,16655.2,0.9619,0.3187,2.32,50
36.62,-0.038,49.962,576.28,8.03472,11513.2,0.9745,16640,0.9594,0.3187,2.32,50
36.63,-0.03,49.97,575.54,8.40474,11551,0.9693,16617.1,0.9567,0.3187,2.32,50
36.64,-0.026,49.974,574.641,8.56332,11497.3,0.9617,16586.6,0.9544,0.3187,2.32,50
36.65,-0.038,49.962,573.584,8.7219,11498.4,0.9663,16548.4,0.9521,0.3187,2.32,50
36.66,-0.038,49.962,572.474,8.9862,11557.6,0.9657,16517.9,0.9496,0.3187,2.32,50
36.67,-0.026,49.974,571.311,9.2505,11526.6,0.9559,16479.7,0.9472,0.3187,2.32,50
36.68,-0.034,49.966,570.148,9.46194,11491.4,0.9571,16441.6,0.9445,0.3187,2.32,50
36.69,-0.04,49.96,568.826,9.67338,11548,0.9608,16403.4,0.9418,0.3187,2.32,50
36.7,-0.03,49.97,567.399,9.56766,11552.5,0.9519,16365.3,0.9399,0.3187,2.32,50
36.71,-0.032,49.968,565.761,9.30336,11497,0.9481,16311.9,0.9384,0.3187,2.32,50
36.72,-0.044,49.956,563.91,9.14478,11529.1,0.9536,16258.5,0.9363,0.3187,2.32,50
36.73,-0.036,49.964,561.955,8.93334,11564.7,0.9481,16205.1,0.9341,0.3187,2.32,50
36.74,-0.03,49.97,560.105,8.82762,11508.4,0.9399,16151.7,0.9315,0.3187,2.32,50
36.75,-0.042,49.958,558.307,8.4576,11504.7,0.9441,16098.3,0.9296,0.3187,2.32,50
36.76,-0.04,49.96,556.404,7.77042,11563.6,0.9435,16037.2,0.9288,0.3187,2.32,50
36.77,-0.028,49.972,554.396,7.08324,11533.2,0.9335,15983.8,0.928,0.3187,2.32,50
36.78,-0.038,49.962,552.44,6.50178,11494.4,0.9343,15930.4,0.9268,0.3187,2.32,50
36.79,-0.044,49.956,550.431,5.86746,11546.9,0.9378,15869.4,0.9256,0.3187,2.32,50
36.8,-0.032,49.968,548.422,5.12742,11549.9,0.9288,15816,0.9245,0.3187,2.32,50
36.81,-0.034,49.966,546.678,4.54596,11491.8,0.9247,15770.2,0.923,0.3187,2.32,50
36.82,-0.044,49.956,544.881,3.9645,11520.3,0.9301,15716.8,0.9214,0.3187,2.32,50
36.83,-0.034,49.966,543.136,3.1716,11556.9,0.9247,15671,0.9207,0.3187,2.32,50
36.84,-0.026,49.974,541.656,2.32584,11503.2,0.9166,15625.2,0.9202,0.3187,2.32,50
36.85,-0.038,49.962,540.229,1.63866,11495.5,0.9213,15587.1,0.9195,0.3187,2.32,50
36.86,-0.036,49.964,538.855,0.95148,11549.9,0.921,15548.9,0.9186,0.3187,2.32,50
36.87,-0.024,49.976,537.639,0.47574,11518.8,0.9112,15518.4,0.9175,0.3187,2.32,50
36.88,-0.032,49.968,536.635,-0.10572,11478.5,0.9121,15495.5,0.9163,0.3187,2.32,50
36.89,-0.036,49.964,535.736,-0.84576,11530.3,0.9161,15472.6,0.9157,0.3187,2.32,50
36.9,-0.022,49.978,534.996,-1.48008,11535.8,0.9076,15449.8,0.9153,0.3187,2.32,50
36.91,-0.022,49.978,534.52,-2.06154,11478.1,0.9042,15434.5,0.9149,0.3187,2.32,50
36.92,-0.034,49.966,534.415,-2.43156,11503.2,0.9104,15426.9,0.9141,0.3187,2.32,50
36.93,-0.024,49.976,534.573,-2.80158,11539.1,0.9058,15442.1,0.9132,0.3187,2.32,50
36.94,-0.018,49.982,534.89,-3.1716,11484.7,0.8982,15449.8,0.9124,0.3187,2.32,50
36.95,-0.03,49.97,535.366,-3.4359,11474.4,0.9033,15472.6,0.9111,0.3187,2.32,50
36.96,-0.026,49.974,535.948,-3.4359,11527.3,0.9037,15495.5,0.9093,0.3187,2.32,50
36.97,-0.012,49.988,536.688,-3.64734,11499.9,0.8945,15518.4,0.9084,0.3187,2.32,50
36.98,-0.02,49.98,537.692,-3.7002,11461.1,0.8961,15548.9,0.9072,0.3187,2.32,50
36.99,-0.024,49.976,539.119,-3.7002,11511.8,0.9011,15587.1,0.906,0.3187,2.32,50
37,-0.008,49.992,540.811,-3.85878,11518.4,0.8935,15640.5,0.9054,0.3187,2.32,50
37.01,-0.01,49.99,542.502,-3.9645,11461.8,0.8906,15686.3,0.9046,0.3187,2.32,50
37.02,-0.022,49.978,544.194,-3.85878,11487.7,0.8977,15739.7,0.9037,0.3187,2.32,50
37.03,-0.012,49.988,546.15,-3.64734,11525.4,0.8938,15800.7,0.9025,0.3187,2.32,50
37.04,-0.006,49.994,548.211,-3.22446,11473.6,0.8868,15861.8,0.9006,0.3187,2.32,50
37.05,-0.02,49.98,550.325,-2.80158,11465.9,0.8927,15922.8,0.8989,0.3187,2.32,50
37.06,-0.016,49.984,552.651,-2.32584,11522.9,0.8937,15991.5,0.8973,0.3187,2.32,50
37.07,-0.002,49.998,555.241,-1.90296,11498.1,0.8851,16060.1,0.8957,0.3187,2.32,50
37.08,-0.01,49.99,557.884,-1.53294,11459.6,0.8875,16136.4,0.8943,0.3187,2.32,50
37.09,-0.016,49.984,560.527,-1.11006,11511,0.893,16212.7,0.8928,0.3187,2.32,50
37.1,-0.004,49.996,563.065,-0.74004,11519.5,0.8858,16289,0.8918,0.3187,2.32,50
37.11,-0.008,49.992,565.338,-0.21144,11462.9,0.8832,16350,0.8901,0.3187,2.32,50
37.12,-0.02,49.98,567.558,0.2643,11488.1,0.8904,16418.7,0.8885,0.3187,2.32,50
37.13,-0.012,49.988,569.725,0.74004,11526.6,0.8867,16479.7,0.8871,0.3187,2.32,50
37.14,-0.006,49.994,571.892,1.3215,11476.6,0.8798,16548.4,0.8852,0.3187,2.32,50
37.15,-0.02,49.98,574.112,1.8501,11468.8,0.8856,16609.4,0.8833,0.3187,2.32,50
37.16,-0.018,49.982,576.227,2.22012,11524.7,0.8868,16670.5,0.8819,0.3187,2.32,50
37.17,-0.006,49.994,578.183,2.69586,11499.2,0.8781,16731.5,0.8804,0.3187,2.32,50
37.18,-0.018,49.982,579.927,3.1716,11458.8,0.8801,16784.9,0.8787,0.3187,2.32,50
37.19,-0.024,49.976,581.407,3.27732,11508.4,0.8852,16823.1,0.8774,0.3187,2.32,50
37.2,-0.012,49.988,582.517,3.27732,11516.9,0.8774,16861.2,0.8764,0.3187,2.32,50
37.21,-0.016,49.984,583.363,3.38304,11461.8,0.8743,16884.1,0.875,0.3187,2.32,50
37.22,-0.028,49.972,584.156,3.54162,11486.2,0.881,16907,0.8736,0.3187,2.32,50
37.23,-0.02,49.98,584.896,3.80592,11524,0.8769,16929.9,0.8718,0.3187,2.32,50
37.24,-0.016,49.984,585.424,3.9645,11472.9,0.8693,16945.1,0.8698,0.3187,2.32,50
37.25,-0.03,49.97,585.742,3.80592,11463.3,0.8746,16952.8,0.8686,0.3187,2.32,50
37.26,-0.028,49.972,585.9,3.64734,11518.8,0.875,16960.4,0.8674,0.3187,2.32,50
37.27,-0.016,49.984,585.794,3.48876,11495.5,0.8654,16960.4,0.8662,0.3187,2.32,50
37.28,-0.028,49.972,585.53,3.27732,11456.3,0.8667,16952.8,0.8649,0.3187,2.32,50
37.29,-0.034,49.966,585.055,3.11874,11505.8,0.8713,16937.5,0.8635,0.3187,2.32,50
37.3,-0.02,49.98,584.473,3.01302,11515.5,0.8628,16922.3,0.862,0.3187,2.32,50
37.31,-0.024,49.976,583.786,2.9073,11461.4,0.8591,16899.4,0.8605,0.3187,2.32,50
37.32,-0.038,49.962,583.152,2.85444,11485.5,0.8654,16876.5,0.859,0.3187,2.32,50
37.33,-0.028,49.972,582.464,2.96016,11524.7,0.8607,16861.2,0.8569,0.3187,2.32,50
37.34,-0.024,49.976,581.619,3.01302,11475.9,0.8525,16838.3,0.8549,0.3187,2.32,50
37.35,-0.04,49.96,580.667,3.27732,11464.4,0.8572,16807.8,0.8522,0.3187,2.32,50
37.36,-0.036,49.964,579.663,3.27732,11519.5,0.8571,16777.3,0.8498,0.3187,2.32,50
37.37,-0.024,49.976,578.5,3.11874,11497.7,0.847,16746.8,0.8482,0.3187,2.32,50
37.38,-0.034,49.966,577.231,3.01302,11458.8,0.8478,16708.6,0.8464,0.3187,2.32,50
37.39,-0.04,49.96,576.015,2.74872,11509.5,0.852,16670.5,0.8449,0.3187,2.32,50
37.4,-0.026,49.974,574.694,2.643,11522.1,0.8433,16624.7,0.8432,0.3187,2.32,50
37.41,-0.03,49.97,573.267,2.69586,11468.8,0.8392,16578.9,0.841,0.3187,2.32,50
37.42,-0.044,49.956,571.734,2.48442,11490.7,0.845,16540.8,0.8391,0.3187,2.32,50
37.43,-0.034,49.966,569.989,2.32584,11530.3,0.8399,16487.4,0.8371,0.3187,2.32,50
37.44,-0.03,49.97,568.034,2.06154,11483.6,0.8314,16426.3,0.8353,0.3187,2.32,50
37.45,-0.044,49.956,566.131,1.74438,11474,0.8357,16372.9,0.8337,0.3187,2.32,50
37.46,-0.04,49.96,564.228,1.42722,11529.5,0.8354,16311.9,0.8318,0.3187,2.32,50
37.47,-0.026,49.974,562.272,1.11006,11508.4,0.8251,16258.5,0.8301,0.3187,2.32,50
37.48,-0.038,49.962,560.263,0.68718,11466.2,0.8257,16205.1,0.8287,0.3187,2.32,50
37.49,-0.044,49.956,558.36,0.2643,11512.1,0.8298,16144,0.8272,0.3187,2.32,50
37.5,-0.028,49.972,556.457,-0.10572,11524,0.8209,16090.6,0.8256,0.3187,2.32,50
37.51,-0.034,49.966,554.501,-0.5286,11468.1,0.8164,16037.2,0.824,0.3187,2.32,50
37.52,-0.046,49.954,552.493,-0.7929,11485.9,0.8221,15976.2,0.8219,0.3187,2.32,50
37.53,-0.034,49.966,550.484,-1.3215,11525.8,0.8171,15922.8,0.8205,0.3187,2.32,50
37.54,-0.026,49.974,548.687,-1.8501,11481.8,0.8084,15869.4,0.8196,0.3187,2.32,50
37.55,-0.04,49.96,547.26,-2.06154,11469.6,0.813,15831.2,0.8181,0.3187,2.32,50
37.56,-0.036,49.964,546.097,-2.1144,11523.6,0.8133,15793.1,0.8163,0.3187,2.32,50
37.57,-0.022,49.978,545.092,-2.27298,11504,0.8031,15770.2,0.8147,0.3187,2.32,50
37.58,-0.032,49.968,544.352,-2.643,11461.8,0.8039,15747.3,0.8134,0.3187,2.32,50
37.59,-0.036,49.964,543.771,-2.85444,11507.3,0.8084,15724.4,0.8118,0.3187,2.32,50
37.6,-0.02,49.98,543.242,-3.01302,11522.5,0.8,15709.2,0.81,0.3187,2.32,50
37.61,-0.024,49.976,542.978,-2.9073,11470.3,0.796,15701.5,0.8081,0.3187,2.32,50
37.62,-0.036,49.964,543.031,-2.59014,11489.2,0.8024,15701.5,0.8056,0.3187,2.32,50
37.63,-0.022,49.978,543.136,-2.3787,11532.1,0.7981,15701.5,0.8037,0.3187,2.32,50
37.64,-0.016,49.984,543.507,-2.1144,11490.7,0.7902,15709.2,0.8021,0.3187,2.32,50
37.65,-0.03,49.97,544.088,-1.79724,11477.3,0.7954,15724.4,0.8004,0.3187,2.32,50
37.66,-0.024,49.976,544.881,-1.53294,11532.5,0.7964,15747.3,0.7984,0.3187,2.32,50
37.67,-0.012,49.988,545.674,-1.16292,11516.2,0.7869,15770.2,0.7962,0.3187,2.32,50
37.68,-0.022,49.978,546.467,-0.95148,11474.8,0.7883,15793.1,0.7942,0.3187,2.32,50
37.69,-0.026,49.974,547.26,-0.63432,11519.9,0.7935,15808.3,0.7925,0.3187,2.32,50
37.7,-0.01,49.99,548.158,-0.21144,11536.5,0.7858,15831.2,0.7906,0.3187,2.32,50
37.71,-0.016,49.984,549.11,0.05286,11484.4,0.7823,15861.8,0.7889,0.3187,2.32,50
37.72,-0.03,49.97,550.061,0.2643,11500.3,0.7892,15892.3,0.7873,0.3187,2.32,50
37.73,-0.016,49.984,551.065,0.47574,11541,0.7853,15922.8,0.7857,0.3187,2.32,50
37.74,-0.012,49.988,552.07,0.68718,11498.1,0.7776,15953.3,0.7842,0.3187,2.32,50
37.75,-0.028,49.972,552.968,0.74004,11481,0.783,15976.2,0.7829,0.3187,2.32,50
37.76,-0.024,49.976,553.761,0.68718,11533.2,0.784,15999.1,0.7816,0.3187,2.32,50
37.77,-0.01,49.99,554.396,0.5286,11515.1,0.7746,16022,0.7805,0.3187,2.32,50
37.78,-0.022,49.978,555.136,0.37002,11471,0.776,16044.9,0.7795,0.3187,2.32,50
37.79,-0.028,49.972,555.929,0.2643,11512.9,0.7812,16075.4,0.7784,0.3187,2.32,50
37.8,-0.012,49.988,556.616,0.21144,11526.2,0.7735,16098.3,0.7772,0.3187,2.32,50
37.81,-0.016,49.984,557.303,-0.05286,11471.4,0.7698,16121.2,0.7766,0.3187,2.32,50
37.82,-0.03,49.97,557.937,-0.47574,11485.1,0.7766,16136.4,0.7764,0.3187,2.32,50
37.83,-0.018,49.982,558.519,-0.63432,11525.1,0.7728,16159.3,0.7756,0.3187,2.32,50
37.84,-0.014,49.986,559.206,-0.7929,11481.8,0.7648,16182.2,0.7745,0.3187,2.32,50
37.85,-0.028,49.972,559.893,-0.95148,11464.4,0.7701,16205.1,0.7733,0.3187,2.32,50
37.86,-0.022,49.978,560.58,-1.16292,11517.3,0.7713,16228,0.7724,0.3187,2.32,50
37.87,-0.008,49.992,561.373,-1.26864,11502.1,0.762,16250.9,0.7714,0.3187,2.32,50
37.88,-0.02,49.98,562.378,-1.11006,11458.5,0.7634,16281.4,0.7703,0.3187,2.32,50
37.89,-0.024,49.976,563.646,-0.89862,11499.5,0.769,16311.9,0.7688,0.3187,2.32,50
37.9,-0.01,49.99,564.862,-0.68718,11516.9,0.7613,16350,0.7673,0.3187,2.32,50
37.91,-0.016,49.984,566.025,-0.37002,11465.1,0.7577,16380.6,0.7657,0.3187,2.32,50
37.92,-0.028,49.972,567.188,-0.05286,11479.9,0.7647,16418.7,0.7641,0.3187,2.32,50
37.93,-0.016,49.984,568.404,0.21144,11524,0.761,16449.2,0.7622,0.3187,2.32,50
37.94,-0.01,49.99,569.725,0.68718,11483.6,0.7533,16487.4,0.7603,0.3187,2.32,50
37.95,-0.026,49.974,570.994,1.26864,11467.3,0.7587,16525.5,0.7582,0.3187,2.32,50
37.96,-0.02,49.98,572.315,1.79724,11521.7,0.7601,16556,0.756,0.3187,2.32,50
37.97,-0.006,49.994,573.69,2.43156,11509.9,0.7509,16594.2,0.7536,0.3187,2.32,50
37.98,-0.022,49.978,574.958,3.01302,11468.5,0.7523,16632.3,0.7515,0.3187,2.32,50
37.99,-0.028,49.972,576.068,3.7002,11510.3,0.7579,16662.8,0.749,0.3187,2.32,50
38,-0.012,49.988,577.02,4.38738,11529.9,0.75,16693.4,0.7463,0.3187,2.32,50
38.01,-0.018,49.982,577.654,4.86312,11478.5,0.746,16708.6,0.7441,0.3187,2.32,50
38.02,-0.032,49.968,578.236,5.286,11492.1,0.7529,16723.9,0.742,0.3187,2.32,50
38.03,-0.018,49.982,578.764,5.5503,11537.7,0.749,16731.5,0.7402,0.3187,2.32,50
38.04,-0.016,49.984,579.134,5.86746,11499.5,0.7411,16739.1,0.7386,0.3187,2.32,50
38.05,-0.034,49.966,579.451,6.44892,11481,0.7462,16754.4,0.7359,0.3187,2.32,50
38.06,-0.028,49.972,579.557,6.92466,11534.3,0.747,16754.4,0.7332,0.3187,2.32,50
38.07,-0.016,49.984,579.451,7.1361,11522.1,0.7373,16754.4,0.7314,0.3187,2.32,50
38.08,-0.03,49.97,579.028,7.4004,11478.1,0.7381,16739.1,0.7292,0.3187,2.32,50
38.09,-0.036,49.964,578.5,7.29468,11519.5,0.743,16723.9,0.7277,0.3187,2.32,50
38.1,-0.02,49.98,577.866,7.29468,11540.6,0.7347,16701,0.726,0.3187,2.32,50
38.11,-0.026,49.974,577.125,7.50612,11490.7,0.7303,16678.1,0.7242,0.3187,2.32,50
38.12,-0.04,49.96,576.438,7.61184,11504.4,0.7367,16647.6,0.7225,0.3187,2.32,50
38.13,-0.026,49.974,575.645,7.87614,11548,0.7324,16624.7,0.7202,0.3187,2.32,50
38.14,-0.024,49.976,574.747,7.98186,11509.5,0.7238,16601.8,0.718,0.3187,2.32,50
38.15,-0.04,49.96,573.69,7.98186,11491,0.7283,16571.3,0.7158,0.3187,2.32,50
38.16,-0.034,49.966,572.527,8.08758,11544.7,0.729,16533.1,0.7136,0.3187,2.32,50
38.17,-0.022,49.978,571.364,8.24616,11535.1,0.7189,16495,0.7113,0.3187,2.32,50
