t,dF,F,P,Q,UA,UA_phase,IA,IA_phase,xdp,xq,f0
52.75,-0.03,49.97,553.339,-2.1144,11502.5,-1.7888,16022,-1.7801,0.3187,2.32,50
52.76,-0.024,49.976,552.334,-2.06154,11444.4,-1.79,15991.5,-1.7822,0.3187,2.32,50
52.77,-0.032,49.968,551.436,-2.22012,11509.9,-1.786,15960.9,-1.7838,0.3187,2.32,50
52.78,-0.034,49.966,550.484,-2.27298,11526.9,-1.7922,15930.4,-1.7856,0.3187,2.32,50
52.79,-0.024,49.976,549.85,-2.27298,11450,-1.7974,15915.2,-1.7874,0.3187,2.32,50
52.8,-0.028,49.972,549.321,-2.1144,11477.3,-1.7929,15907.5,-1.7897,0.3187,2.32,50
52.81,-0.034,49.966,548.74,-2.06154,11535.1,-1.7954,15884.6,-1.7919,0.3187,2.32,50
52.82,-0.024,49.976,548.264,-2.32584,11471.8,-1.8031,15869.4,-1.7932,0.3187,2.32,50
52.83,-0.022,49.978,547.788,-2.43156,11454.4,-1.8004,15854.1,-1.7947,0.3187,2.32,50
52.84,-0.03,49.97,547.365,-2.3787,11530.6,-1.7987,15846.5,-1.7963,0.3187,2.32,50
52.85,-0.026,49.974,547.048,-2.43156,11502.5,-1.8066,15838.9,-1.7979,0.3187,2.32,50
52.86,-0.02,49.98,546.89,-2.43156,11444.4,-1.8077,15831.2,-1.7994,0.3187,2.32,50
52.87,-0.026,49.974,546.837,-2.43156,11509.2,-1.8032,15831.2,-1.801,0.3187,2.32,50
52.88,-0.028,49.972,546.942,-2.48442,11527.7,-1.809,15831.2,-1.8022,0.3187,2.32,50
52.89,-0.018,49.982,547.154,-2.43156,11452.5,-1.8138,15838.9,-1.8035,0.3187,2.32,50
52.9,-0.022,49.978,547.312,-2.27298,11480.3,-1.8088,15838.9,-1.8052,0.3187,2.32,50
52.91,-0.028,49.972,547.63,-2.32584,11538.4,-1.8108,15854.1,-1.8066,0.3187,2.32,50
52.92,-0.018,49.982,548,-2.27298,11476.2,-1.8183,15861.8,-1.808,0.3187,2.32,50
52.93,-0.018,49.982,548.37,-2.22012,11458.1,-1.8154,15869.4,-1.8094,0.3187,2.32,50
52.94,-0.026,49.974,548.793,-2.22012,11534.3,-1.8132,15884.6,-1.8105,0.3187,2.32,50
52.95,-0.02,49.98,549.215,-2.1144,11505.5,-1.8209,15892.3,-1.8122,0.3187,2.32,50
52.96,-0.014,49.986,549.744,-2.16726,11444.4,-1.8217,15915.2,-1.8136,0.3187,2.32,50
52.97,-0.022,49.978,550.378,-2.32584,11506.2,-1.8168,15938,-1.8149,0.3187,2.32,50
52.98,-0.024,49.976,551.065,-2.3787,11523.6,-1.8223,15960.9,-1.816,0.3187,2.32,50
52.99,-0.016,49.984,551.541,-2.3787,11448.1,-1.827,15976.2,-1.8169,0.3187,2.32,50
53,-0.02,49.98,552.017,-2.53728,11475.1,-1.8219,15983.8,-1.8175,0.3187,2.32,50
53.01,-0.026,49.974,552.598,-2.96016,11533.2,-1.8238,16006.7,-1.8178,0.3187,2.32,50
53.02,-0.016,49.984,553.127,-3.22446,11469.9,-1.8311,16022,-1.8187,0.3187,2.32,50
53.03,-0.016,49.984,553.708,-3.59448,11448.5,-1.8281,16037.2,-1.8194,0.3187,2.32,50
53.04,-0.024,49.976,554.29,-3.85878,11521.4,-1.8258,16060.1,-1.8202,0.3187,2.32,50
53.05,-0.02,49.98,554.977,-4.12308,11492.9,-1.8334,16083,-1.8211,0.3187,2.32,50
53.06,-0.014,49.986,555.664,-4.38738,11432.9,-1.8342,16098.3,-1.8218,0.3187,2.32,50
53.07,-0.022,49.978,556.352,-4.65168,11492.9,-1.8292,16121.2,-1.8226,0.3187,2.32,50
53.08,-0.024,49.976,556.986,-4.91598,11509.5,-1.8347,16144,-1.8234,0.3187,2.32,50
53.09,-0.016,49.984,557.514,-5.12742,11432.6,-1.8396,16166.9,-1.8244,0.3187,2.32,50
53.1,-0.02,49.98,558.149,-5.286,11457,-1.8344,16182.2,-1.8252,0.3187,2.32,50
53.11,-0.024,49.976,558.783,-5.49744,11514.7,-1.8362,16205.1,-1.8261,0.3187,2.32,50
53.12,-0.016,49.984,559.523,-5.8146,11453.3,-1.8435,16228,-1.8267,0.3187,2.32,50
53.13,-0.014,49.986,560.422,-6.0789,11432.9,-1.8403,16258.5,-1.8274,0.3187,2.32,50
53.14,-0.022,49.978,561.215,-6.29034,11507.3,-1.8379,16273.7,-1.8285,0.3187,2.32,50
53.15,-0.018,49.982,561.955,-6.55464,11481.4,-1.8454,16296.6,-1.8292,0.3187,2.32,50
53.16,-0.012,49.988,562.695,-6.66036,11422.2,-1.8461,16319.5,-1.8302,0.3187,2.32,50
53.17,-0.022,49.978,563.54,-6.6075,11481.8,-1.841,16350,-1.8315,0.3187,2.32,50
53.18,-0.022,49.978,564.333,-6.66036,11500.7,-1.8464,16372.9,-1.8327,0.3187,2.32,50
53.19,-0.014,49.986,565.179,-6.6075,11426.3,-1.8513,16403.4,-1.8338,0.3187,2.32,50
